Rice Variety	ROS	OSRMC	SUB1A	CAT	SNCA3	Stress_Condition
PQR-303	2.06498559	2.294185791	2.797250578	2.031663574	2.821707606	Healthy
MDU 5	2.461977264	2.382981589	2.310689465	2.574286621	2.924778735	Healthy
CORH 3 (Hybrid Rice)	2.360873906	1.832441231	1.914580564	2.662480652	2.575474586	Healthy
TRY 3 (Trichy 3)	2.037900046	2.381195739	2.48870568	2.101118558	2.886596565	Healthy
PMK 3 (Ponmani)	2.930246791	3.200609154	2.802304105	3.17556248	3.27081674	Salinity_Stress
LMN-404	2.822866063	3.284555113	2.881278706	2.824205967	3.498609453	Salinity_Stress
ADT 45	3.32681973	2.546435336	2.44972371	2.966652632	3.050362815	Healthy
ADT 37	2.132726146	2.983954471	2.715481301	3.029077305	3.177142609	Salinity_Stress
VGD 59	3.24724914	3.410965367	2.130853327	2.776550804	2.673725146	Drought_Stress
TRY 1 (Trichy 1)	2.35	2.67	2.63	2.18	2.93	Healthy
IR 36	3.225237611	3.009989078	2.005396977	2.013773678	2.718105925	Drought_Stress
Pusa Basmati 1	3.000277868	3.11936448	2.225027859	2.924799084	3.247447245	Salinity_Stress
LMN-404	2.137143058	2.780487797	2.848877629	3.040649039	3.381544221	Salinity_Stress
ABC-101	2.622166424	2.721060666	2.815483064	3.158580154	3.372758301	Salinity_Stress
ADT 45	2.236497626	2.334071843	1.93818887	2.562258725	2.842135819	Healthy
XYZ-202	3.325579729	3.468929141	2.532697871	2.300847514	2.913764125	Drought_Stress
LMN-404	2.95023195	3.316220372	1.996961328	2.947950447	3.226418287	Salinity_Stress
White Ponni	3.016770246	2.571401399	2.295570006	3.084557716	3.462956302	Salinity_Stress
IR 64	2.262174549	2.564525196	2.455343973	2.253423634	2.47109634	Healthy
LMN-404	1.84	2.8	2.4	2.96	3.19	Salinity_Stress
CO 43	3.193646061	2.333732082	2.075790795	3.001421224	3.152931171	Salinity_Stress
Jaya	2.912119162	1.88742573	1.921200598	3.075545382	3.283600781	Salinity_Stress
PMK 3 (Ponmani)	2.807222714	3.543426846	2.86829913	2.789269689	3.199044151	Salinity_Stress
TKM 9	3.03	3.76	2.02	2.4	3.1	Drought_Stress
ADT 45	2.28	2.14	2.07	2.23	2.82	Healthy
MDU 5	2.29968797	2.075698543	2.099636182	2.135118736	2.989578784	Healthy
TRY 3 (Trichy 3)	2.052588598	1.934576585	1.937967016	2.03844121	2.869694102	Healthy
LMN-404	2.84	3.61	2.48	2.57	2.8	Drought_Stress
CORH 3 (Hybrid Rice)	2.058683893	1.838270015	2.756691201	2.584272055	2.658145405	Healthy
TKM 9	2.816352428	3.379851693	2.421901913	2.28982759	2.822500091	Drought_Stress
Jaya	1.863612117	3.388873732	2.445869208	3.091162072	3.087002448	Salinity_Stress
MDU 5	2.047104562	2.062219533	2.7115778	2.539104663	2.41002411	Healthy
ADT 37	2.46	2.39	2.1	3.16	3	Salinity_Stress
TKM 9	3.175760282	3.586945613	2.159996055	2.910375084	3.432393937	Salinity_Stress
IR 64	3.453404009	3.363062893	2.994079224	3.102391074	3.396992121	Salinity_Stress
TKM 9	2.965207774	3.185357318	2.672914193	2.875418378	2.620893602	Drought_Stress
TRY 1 (Trichy 1)	3.369624894	3.507069916	2.632081373	2.273140261	2.769532527	Drought_Stress
ADT 43	3.056827964	3.190530278	2.547975691	3.132501882	3.078828116	Salinity_Stress
Jaya	2.259913942	2.681963617	1.966675405	2.037260304	2.587449322	Healthy
ADT 37	1.901571963	2.306486978	2.071637826	2.631723173	2.589784545	Healthy
CORH 3 (Hybrid Rice)	3.227845464	3.534735964	2.641176447	2.871725445	2.467700325	Drought_Stress
Jaya	2.330123553	2.436314308	2.650809728	2.293285951	2.884179876	Healthy
ASD 16	3.212279555	1.888035446	2.178445083	3.112136123	3.13444507	Salinity_Stress
ADT 37	3.32852578	3.319955082	2.751537485	2.388157226	3.343218522	Drought_Stress
PMK 3 (Ponmani)	3.1	2.87	2.98	2.88	3.41	Salinity_Stress
CO 43	1.882956956	3.345317762	2.526354557	2.998462749	3.209015284	Salinity_Stress
LMN-404	2.775953363	3.603981353	2.479655481	3.06624923	3.329706274	Salinity_Stress
PQR-303	2.651814955	1.824591012	2.666272894	3.011913902	3.282729436	Salinity_Stress
TKM 9	2.17229824	1.834728343	1.93537803	2.037456558	2.466747833	Healthy
IR 50	3.161829765	3.17642987	2.348651407	3.117952233	2.732035618	Drought_Stress
Swarna	1.92	2.56	2.46	2.2	2.49	Healthy
PMK 3 (Ponmani)	2.25	1.93	2.67	2.04	2.73	Healthy
Pusa Basmati 1	2.941416308	3.036444597	2.339320513	2.615560099	2.621219232	Drought_Stress
Swarna	3.21140624	2.663539465	2.303257224	3.09441504	3.491225595	Salinity_Stress
TKM 9	2.334893347	1.865604011	2.070577281	2.828678417	3.3879775	Salinity_Stress
ADT 37	2.307401863	2.625274091	2.236199568	3.146336259	3.121903895	Salinity_Stress
TRY 1 (Trichy 1)	3.089525291	3.447341149	2.410989943	2.912760003	3.221862941	Drought_Stress
TKM 9	2.912837678	3.056523259	2.402702494	2.263757429	3.072868627	Drought_Stress
PMK 3 (Ponmani)	3.332197875	3.118177098	2.171904601	3.020433684	3.118302141	Drought_Stress
CORH 3 (Hybrid Rice)	1.936030307	3.575344472	2.247450104	3.037232526	3.296662354	Salinity_Stress
IR 64	2.36	3.75	2.81	3.17	3.14	Salinity_Stress
IR 64	2.850482422	2.21505807	2.981364877	3.159755762	3.25971148	Salinity_Stress
CORH 3 (Hybrid Rice)	3.109535927	3.444817688	2.704016911	2.9465414	3.414987558	Salinity_Stress
ASD 16	3.421678758	2.978676777	2.107590353	2.972407264	3.046079857	Salinity_Stress
Jaya	3.25	3.67	2.5	2.44	2.64	Drought_Stress
CORH 3 (Hybrid Rice)	2.66	3.49	1.96	2.86	3.06	Salinity_Stress
ABC-101	2.214974264	2.570098111	2.52729026	2.232749738	2.56884551	Healthy
MDU 5	3.090287456	3.403040052	2.221013924	2.144319987	2.702737061	Drought_Stress
VGD 59	3.161761132	3.767629727	2.224728982	2.858897416	3.239420928	Salinity_Stress
CO 43	3.089112871	3.119312134	2.070639003	2.376083752	2.585276691	Drought_Stress
ABC-101	2.811823266	3.507903812	1.963614556	2.987175145	3.394157134	Drought_Stress
TRY 3 (Trichy 3)	2.225991951	2.218608684	2.190769958	2.06325001	2.994408134	Healthy
IR 64	2.416827065	2.221365074	2.184227615	2.274661504	3.010232638	Healthy
ADT 43	2.82	3.12	2.33	2.26	2.44	Drought_Stress
Jaya	3.091504482	3.06971842	2.367271181	2.156067577	2.451606092	Salinity_Stress
CORH 3 (Hybrid Rice)	3.0397496	3.215319033	2.907423613	2.772035399	2.446857165	Drought_Stress
IR 50	2.988285451	3.30682858	2.459734313	2.413642358	2.896847445	Drought_Stress
CO 43	2.327990275	2.685394439	2.916048959	3.064697574	3.146262607	Salinity_Stress
Jaya	3.177306126	3.345133147	2.067843441	2.24271302	2.57564167	Drought_Stress
IR 64	2.231056554	2.267335875	2.569301889	2.378333247	2.51918925	Healthy
ADT 43	2.279010915	2.563176304	2.602856801	2.815905508	3.228375296	Salinity_Stress
CORH 3 (Hybrid Rice)	1.9	3.27	2.19	3.09	3.1	Salinity_Stress
IR 36	1.929684236	3.438536668	2.049369125	3.00269427	3.317618395	Salinity_Stress
White Ponni	3.129962271	3.404521873	2.98142252	2.749813466	2.737812	Drought_Stress
White Ponni	3.114266891	3.231423861	2.507598042	2.87434971	2.705786018	Drought_Stress
ASD 16	2.847087551	3.341209044	2.974052226	2.77948497	3.411866528	Drought_Stress
MDU 5	3.14119036	3.310436245	2.44807215	2.34106573	2.866713099	Drought_Stress
VGD 59	3.48	3.62	2.89	2.31	2.73	Drought_Stress
TRY 3 (Trichy 3)	2.486997235	2.796057865	2.763418245	2.892775177	3.377019135	Salinity_Stress
LMN-404	2.045290393	1.879012231	2.975555496	2.095375058	2.615661932	Healthy
LMN-404	3	3.4	2.45	2.29	2.75	Drought_Stress
PQR-303	2.502420825	2.731273239	2.818835479	2.490958996	2.918046324	Healthy
PQR-303	2.21249481	2.116463907	2.496601745	2.022990494	2.508590749	Healthy
LMN-404	2.142952439	2.688558248	2.283011258	2.564471535	2.613750866	Healthy
ABC-101	2.257060504	2.48643936	2.554661726	2.322234517	2.546323863	Healthy
ADT 43	3.141070315	3.32644062	2.00853747	2.888523988	3.081187925	Drought_Stress
ADT 37	2.147829665	3.509528412	1.945692114	3.058007716	3.109091241	Salinity_Stress
MDU 5	2.15531455	3.299071819	2.023837591	2.994642683	3.364171853	Salinity_Stress
ADT 37	3.5	3.15	2.83	2.71	3.18	Drought_Stress
ADT 37	3.041588508	3.706481187	2.270669785	2.078227271	3.428687785	Drought_Stress
BPT 5204 (Sona Masuri)	2.913250936	2.510403854	2.220907682	3.079356133	3.478696719	Salinity_Stress
XYZ-202	2.165798818	2.101075226	2.365287343	2.052080285	2.752277039	Healthy
ADT 45	3.023908791	3.377096848	2.49072006	2.421499115	3.220243182	Drought_Stress
IR 36	3.077868423	3.713548033	2.127945622	2.736793726	3.317451239	Drought_Stress
BPT 5204 (Sona Masuri)	2.36991766	2.458667266	2.496245817	2.177439566	2.995780019	Healthy
White Ponni	2.803376266	3.663226377	2.17211215	2.873451745	3.375914681	Salinity_Stress
ADT 37	3.241985223	2.775465695	2.727452565	3.010778454	3.06842349	Salinity_Stress
Swarna	1.830272238	2.341709599	2.327786944	2.320440254	2.668867382	Healthy
MDU 5	2.274479826	2.444478848	1.988195514	2.355547298	2.52229589	Healthy
TRY 3 (Trichy 3)	1.873051231	2.321179596	1.961555951	3.121754099	3.326620618	Salinity_Stress
CORH 3 (Hybrid Rice)	3.462826418	3.105517285	2.431122435	2.797068501	3.222984287	Drought_Stress
CO 43	2.229325271	2.347550592	2.15103212	2.433556439	2.945958692	Healthy
TRY 3 (Trichy 3)	2.258668186	2.566706618	2.549741725	2.874609696	3.443226842	Salinity_Stress
LMN-404	2.363200608	1.817883945	1.95384578	2.870871206	3.397710957	Salinity_Stress
IR 50	2.090790229	2.192602591	2.357208258	3.054158005	3.474680747	Salinity_Stress
ASD 16	1.800955156	2.655165498	2.398702074	2.062527599	2.894936767	Healthy
CO 43	3.351948915	2.798579974	2.32997049	3.055595088	3.307126007	Salinity_Stress
IR 20	2.451190411	2.165518991	2.015044169	2.149438326	2.473342743	Healthy
XYZ-202	2.148106925	2.359945356	2.340051405	2.662914028	2.846004336	Healthy
CORH 3 (Hybrid Rice)	2.401331985	2.243129599	2.701591846	2.332467556	2.623426536	Healthy
IR 50	1.88	2.75	2.71	2.21	2.42	Healthy
CO 43	3.367894005	3.22362096	2.962300113	3.077302123	3.482920999	Salinity_Stress
BPT 5204 (Sona Masuri)	2.118222937	2.71993693	2.313207041	2.062351277	2.768955263	Healthy
TRY 3 (Trichy 3)	2.856831486	2.176868486	2.372312329	3.161339203	3.089981168	Salinity_Stress
LMN-404	3.316517043	3.225766398	2.979312372	2.29252628	2.793809292	Drought_Stress
VGD 59	2.482157768	3.022282615	2.611344824	2.829658412	3.34646038	Salinity_Stress
ASD 16	3.02	3.34	2.39	2.88	3.03	Drought_Stress
LMN-404	3.24	3.2	2.25	2.16	3.3	Drought_Stress
Pusa Basmati 1	2.728061392	3.75349943	2.679598832	3.105917049	3.273527603	Salinity_Stress
Swarna	3.37334567	3.557696559	1.904531256	3.136808816	2.811403181	Drought_Stress
IR 64	3.06	3.5	2.48	3.12	2.61	Drought_Stress
LMN-404	2.652110197	3.641313077	1.898463507	2.86032397	3.34511169	Salinity_Stress
XYZ-202	3.011100213	3.559108233	2.564856259	2.766698329	2.991976865	Drought_Stress
TKM 9	3.318774657	3.522197043	2.88775391	2.870977071	2.947860013	Drought_Stress
Jaya	2.304667723	2.45103882	2.656461573	2.286516169	2.872825515	Healthy
BPT 5204 (Sona Masuri)	1.832358501	2.321429612	2.54171854	3.031436222	3.274001496	Salinity_Stress
IR 20	2.414196726	1.907734911	2.595999107	2.054969191	2.875732477	Healthy
Pusa Basmati 1	2.65540249	2.203672867	2.207862307	3.180915671	3.212695416	Salinity_Stress
ADT 43	3.24274692	2.972479648	2.869394898	2.826584331	3.103858066	Salinity_Stress
LMN-404	2.452256109	2.132563729	2.294499539	2.377515805	2.919869402	Healthy
ADT 43	1.935342246	2.019996528	2.852207202	2.842219697	3.104867977	Salinity_Stress
XYZ-202	1.85	3.48	2.77	3	3	Salinity_Stress
IR 36	2.397762179	1.913141213	2.314007715	2.428008909	2.767888796	Healthy
BPT 5204 (Sona Masuri)	2.907122404	3.09674055	2.264597774	2.328415925	2.880070304	Drought_Stress
PMK 3 (Ponmani)	2.62793334	1.933373323	2.058707915	2.914713937	3.053540273	Salinity_Stress
PMK 3 (Ponmani)	1.976666631	1.846164845	2.021845064	2.828871574	3.337673071	Salinity_Stress
White Ponni	2.999276589	3.342971123	2.722849969	2.364954697	3.412069208	Drought_Stress
VGD 59	3.177246809	3.79257396	2.2387081	2.841365049	3.232948147	Salinity_Stress
IR 64	2.91	3.3	2.57	2.72	3.39	Drought_Stress
Pusa Basmati 1	2.943069724	3.62908176	2.940479749	2.688156993	2.979885158	Drought_Stress
Jaya	1.90511778	2.767030842	2.126328691	2.221115265	2.406948738	Healthy
LMN-404	2.154307716	2.640833852	2.262445817	2.575241043	2.647549266	Healthy
CORH 3 (Hybrid Rice)	1.85	2.16	2.54	2.58	2.59	Healthy
TRY 3 (Trichy 3)	2.376618231	2.751801773	2.983948244	2.370477492	2.533098807	Healthy
CO 43	2.327572348	2.706499604	2.920984265	3.041882863	3.133312267	Salinity_Stress
TRY 3 (Trichy 3)	2.319012805	2.306080292	2.471523541	2.649062713	2.824804849	Healthy
IR 36	3.146948	3.462585177	2.949805752	2.54537227	3.021706212	Drought_Stress
ASD 16	3.22	1.87	2.18	3.1	3.13	Salinity_Stress
XYZ-202	3.391509727	3.462315319	1.990376227	3.071304718	3.327762024	Salinity_Stress
CO 43	3.273953315	3.417865657	2.192354907	2.289484012	3.4309893	Drought_Stress
ASD 16	2.842380679	3.377038105	2.95566251	2.782443778	3.396761479	Drought_Stress
Swarna	2.308675431	3.427284369	2.819676179	2.870187773	3.329685204	Healthy
BPT 5204 (Sona Masuri)	3.13	3.51	2.7	2.74	2.58	Drought_Stress
Swarna	2.46	2.6	2.56	3.12	3.12	Salinity_Stress
ADT 45	3.259359892	3.549525807	2.852763359	3.164367043	2.957385864	Drought_Stress
VGD 59	2.320973513	1.886565422	2.753479321	2.507238684	2.839977885	Healthy
IR 50	3.175006415	3.186078821	2.18543207	2.947765191	2.536387404	Drought_Stress
Pusa Basmati 1	1.929836969	2.675553177	2.601302535	2.446628014	3.006207539	Healthy
ASD 16	2.13	1.89	2.11	2.68	2.77	Healthy
ADT 45	2.556448529	3.129976393	2.655249954	3.032782974	3.32118231	Salinity_Stress
IR 50	1.948266241	2.56774431	2.222192506	2.440599515	2.400446974	Healthy
XYZ-202	2.22	2.4	1.95	2.66	2.82	Healthy
ASD 16	3.384957869	3.6014825	2.232710708	2.28672114	2.518504017	Drought_Stress
ASD 16	2.160954067	3.253952741	2.906165095	2.94363195	3.004443052	Salinity_Stress
ADT 45	1.955245557	3.404258058	2.020428312	2.922955584	3.196935857	Salinity_Stress
MDU 5	2.512457763	2.274779432	1.938157339	2.965734014	3.173657998	Salinity_Stress
Jaya	3.044853446	3.533540139	2.176260218	3.107562734	3.395955307	Salinity_Stress
LMN-404	2.740325562	2.159469198	2.437325507	2.985733211	3.07393419	Salinity_Stress
TRY 3 (Trichy 3)	2.47	2.42	2.96	2.33	2.53	Healthy
ABC-101	3.459191179	3.156980766	1.899473109	2.523015557	2.797592369	Drought_Stress
IR 20	2.254589136	2.759997487	2.996270183	2.548553621	2.563512943	Salinity_Stress
CO 43	1.818825761	1.899350893	2.304570018	2.260652362	2.864938637	Healthy
Pusa Basmati 1	2.75412285	3.379929828	2.607585633	3.137323759	3.110920489	Salinity_Stress
IR 36	3.327862962	2.456842872	2.493035775	3.096294648	3.290361558	Salinity_Stress
IR 36	2.26	2.36	2.11	2.55	2.63	Healthy
IR 64	2.055488815	2.312941282	2.322969283	2.400131414	2.629141101	Healthy
ASD 16	3.397596701	3.575469273	2.463560359	2.910836676	2.64139694	Drought_Stress
IR 36	2.044086097	2.305945041	2.711094056	2.200876665	2.987661375	Healthy
Swarna	2.990506215	3.573984593	2.851344204	2.931885253	2.870740629	Drought_Stress
BPT 5204 (Sona Masuri)	3.31	3.17	1.94	3.14	2.98	Drought_Stress
ADT 37	3.054590621	3.775775451	2.913399409	2.355669844	2.429894575	Drought_Stress
CO 43	1.838304271	1.786023554	2.354146074	2.409895499	2.693073077	Healthy
IR 50	3.172806827	3.184720567	2.339543825	3.103323725	2.739955725	Drought_Stress
White Ponni	3.312245741	3.303495822	2.479375127	2.058804413	2.586425832	Drought_Stress
XYZ-202	3.110593177	3.24507597	2.416341163	2.220695044	2.958139607	Drought_Stress
Pusa Basmati 1	2.943941695	3.488837418	2.101611076	2.919143645	3.440999375	Salinity_Stress
IR 50	2.241088618	2.433419373	2.197442735	2.27789963	2.492270902	Salinity_Stress
XYZ-202	3.083837349	3.220139843	2.398718899	2.227420895	2.952653491	Drought_Stress
IR 50	2.017646661	2.641911436	2.615385468	2.2728872	2.93036595	Healthy
PQR-303	2.166984671	2.134584263	2.533044061	2.403120093	2.93977169	Healthy
Pusa Basmati 1	2.856595812	1.999997636	2.882275896	2.846854298	3.044120459	Salinity_Stress
Jaya	3.445610584	3.395097254	2.210724193	2.756574899	2.416406642	Drought_Stress
LMN-404	2.907123041	3.354185048	2.283013188	2.277923331	2.469692702	Drought_Stress
IR 64	3.0571724	3.506931213	2.474066552	3.130111404	2.597682596	Drought_Stress
Swarna	1.813647299	2.329660235	2.352377189	2.345609656	2.666097946	Healthy
IR 36	3.336165723	2.427594502	2.487251013	3.078009274	3.274116885	Salinity_Stress
BPT 5204 (Sona Masuri)	3.472604049	3.781889622	2.547117276	2.158344793	3.151909933	Drought_Stress
TRY 1 (Trichy 1)	2.170856528	3.24881397	2.314705295	3.01417529	3.113261127	Salinity_Stress
TRY 3 (Trichy 3)	2.2	2.78	2.21	2.19	2.51	Healthy
Pusa Basmati 1	1.898074305	2.501597741	2.739886696	2.849079325	3.061808737	Salinity_Stress
ADT 43	2.230119278	2.743976396	2.723067443	2.408188303	2.924838122	Healthy
Swarna	2.955002688	3.321998523	2.738237099	2.346150622	3.420761532	Drought_Stress
ASD 16	3.140223943	3.595958344	2.152442761	3.040419532	3.040864464	Drought_Stress
ADT 37	2.480879985	2.141123917	2.506404764	2.168914837	2.617095816	Healthy
LMN-404	3.326485566	3.207542	3.0030659	2.276430654	2.771107038	Drought_Stress
MDU 5	2.37	2.58	2.25	2.66	2.59	Healthy
IR 20	2.75	3.47	2.16	2.95	3.4	Salinity_Stress
ASD 16	3.39	3.59	2.23	2.28	2.54	Drought_Stress
PMK 3 (Ponmani)	2.507378366	3.192982093	1.922926667	3.006822698	2.987972476	Salinity_Stress
TRY 3 (Trichy 3)	2.463310726	2.408732571	2.958548068	2.330414366	2.530799735	Healthy
XYZ-202	3.229784403	3.034148864	2.125635718	3.026802045	3.188579036	Drought_Stress
ABC-101	1.884213418	2.637804799	2.494542031	3.164321032	3.286013021	Salinity_Stress
Pusa Basmati 1	2.148037349	2.36602964	2.86637493	2.866416531	3.423292138	Salinity_Stress
IR 36	2.20381963	2.32792906	2.199666606	2.103728951	2.935356272	Healthy
CO 43	1.93	2.25	2.64	2.49	2.44	Healthy
Pusa Basmati 1	2.529389936	1.867628334	2.591913951	2.221994763	2.652444424	Healthy
IR 36	2.340163293	3.293309945	2.690566118	3.046375723	3.465285673	Salinity_Stress
CORH 3 (Hybrid Rice)	1.880178487	3.383059242	2.022535265	2.904533625	3.03773121	Salinity_Stress
TRY 1 (Trichy 1)	2.843927371	3.023069948	2.246382148	3.186584818	3.224884331	Drought_Stress
XYZ-202	1.897483097	2.788898381	2.158918713	2.092440356	2.603564144	Healthy
TRY 1 (Trichy 1)	2.110500195	2.810476901	2.425114865	2.204831986	2.917018372	Healthy
PMK 3 (Ponmani)	2.367101321	2.892023306	2.066681421	3.082128625	3.177451644	Salinity_Stress
Pusa Basmati 1	2.702185738	2.16480401	2.990560801	2.781974207	3.350991131	Salinity_Stress
TKM 9	3.14	3.01	2.44	2.06	3.13	Drought_Stress
IR 20	2.240025621	2.678527263	2.802132124	2.28349132	2.790765563	Healthy
Swarna	3.47	3.44	2.5	2.77	2.51	Drought_Stress
BPT 5204 (Sona Masuri)	3.50029542	3.770108142	2.54946591	2.13306059	3.165730355	Drought_Stress
TRY 3 (Trichy 3)	2.077414137	2.625859022	2.657960754	2.174792477	2.95979724	Healthy
ADT 37	2.06	1.88	2.16	2.94	3.23	Salinity_Stress
TKM 9	2.163314052	2.610973391	2.215708074	2.48111634	2.818075198	Healthy
XYZ-202	2.81399752	3.625229813	1.894379484	2.499310919	2.580825823	Drought_Stress
ABC-101	2.756352266	3.360610323	2.844515312	2.977524532	3.147630854	Salinity_Stress
CO 43	3.48	3.08	2.62	2.66	3.49	Drought_Stress
MDU 5	2.263001651	2.039466874	2.079807825	2.156063345	2.993952589	Healthy
MDU 5	3.321665306	3.188359836	2.250058995	2.416693175	2.750826179	Drought_Stress
IR 36	1.94	3.41	2.04	2.98	3.33	Salinity_Stress
ABC-101	2.449337355	2.013375149	2.390504965	2.308589142	2.731463381	Healthy
Pusa Basmati 1	2.05	1.88	1.91	2.06	2.97	Healthy
TRY 1 (Trichy 1)	2.913880166	2.581284256	2.163706492	3.18787643	3.259192382	Salinity_Stress
TKM 9	2.310054747	2.449099299	2.863449379	2.131038085	2.681022687	Healthy
VGD 59	2.29	2.1	2.79	2.1	2.5	Healthy
IR 36	2.462097966	2.053339858	1.967829525	2.685027565	2.516693461	Healthy
CORH 3 (Hybrid Rice)	2.884980891	3.522500616	2.75363552	3.03793606	3.244854433	Salinity_Stress
TKM 9	3.184391931	3.529997103	2.062155494	2.663263392	2.571347127	Salinity_Stress
ADT 43	3.416336752	3.274322867	2.118665412	2.33379337	2.876932476	Drought_Stress
LMN-404	2.417332946	2.159604587	2.307382126	2.370639463	2.919805955	Healthy
Jaya	2.82169836	3.189874129	2.699373925	2.566568297	2.647116725	Drought_Stress
VGD 59	3.215686505	3.370275157	2.332081705	2.419752316	3.280719438	Drought_Stress
IR 50	3.021433736	3.309644885	2.463080541	2.414270882	2.878950963	Drought_Stress
VGD 59	2.25346013	2.25479425	2.045217708	2.031114411	2.879908931	Healthy
ASD 16	1.831725995	2.615919918	2.555366729	2.560459418	2.566566869	Healthy
IR 36	3.295849761	3.500102545	2.061861344	3.010949508	2.427733481	Drought_Stress
PQR-303	1.916250805	1.922142476	2.440093727	3.005667841	3.440079915	Salinity_Stress
CO 43	2.105053737	2.283507626	2.135289614	2.339766879	2.59429441	Healthy
PQR-303	2.105845428	2.095055432	2.639845266	2.412305508	2.68592598	Healthy
CO 43	3.347151488	3.199420837	2.961122799	3.083321288	3.48140939	Salinity_Stress
XYZ-202	2.240470397	2.932720207	1.950649931	2.909346505	3.128979569	Salinity_Stress
MDU 5	2.829759787	3.520112414	1.930416501	3.128805573	2.427478887	Drought_Stress
CORH 3 (Hybrid Rice)	3.079504294	3.208210612	2.342248641	3.054718234	3.405083152	Drought_Stress
ADT 45	2.388742362	2.526406559	2.900469713	2.81232209	3.126915441	Salinity_Stress
ASD 16	3.13	2.3	2.24	3.06	3.19	Salinity_Stress
VGD 59	2.23809027	2.217552242	2.195187588	2.075652274	2.992711652	Healthy
PQR-303	2.824780566	3.740514956	1.984334201	2.246942746	3.249801484	Drought_Stress
